#number;groundtruth;mba
533;x*y-2*~(x|y)-13*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*y-2*~(x&y)-11*(x^y)+15*~(x|~y)+2*(x&y)
534;x*y-10*~(x|~y)-1*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*y-2*~(x^y)+2*~(x|y)-1*(x&~y)+13*(x&y)
535;x*y-7*~x+5*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*(x^y)-2*~(x|y)-2*~(x|~y)+5*(x&~y)+5*(x&y)
536;x*y-2*x+9*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x&y)+7*~(x^y)-12*~(x|y)-5*~(x|~y)-7*(x&~y)
537;x*y-1*(x|y)+5*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&y)+11*(x|~y)-15*~(x|y)-16*(x&~y)-12*(x&y)
538;x*y-8*~(x|y)+5*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-1*x-2*~(x^y)-1*(x|~y)+7*(x&~y)+4*(x&y)
539;x*y+2*(x^y)+1*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~x)-1*~(x&y)+1*~(x|~y)+1*(x&~y)-2*(x&y)
540;x*y-10*~(x|~y)-5*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x&~x)+1*~(x&y)+5*~(x|y)+5*(x&~y)+6*(x&y)
541;x*y+13*~(x|~y)+3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x&~x)-1*y+11*(x^y)-14*(x&~y)-2*(x&y)
542;x*y+5*~(x|~y)+7*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*y+11*~(x&~x)-4*~(x|y)-4*(x&~y)-12*(x&y)
543;x*y+7*x+7*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&y)-4*~(x|y)+3*~(x|~y)+10*(x&~y)+14*(x&y)
544;x*y+1*(x^y)-1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~x+1*~(x^y)+4*~(x|y)+6*~(x|~y)-1*(x&y)
545;x*y-2*~(x&y)-1*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x^y)-4*~(x|y)-3*~(x|~y)-3*(x&~y)-3*(x&y)
546;x*y-1*~(x|~y)+2*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*x+1*~(x&~y)+1*~(x|y)+1*(x&~y)-2*(x&y)
547;x*y-2*(x|~y)+3*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~x)+3*~(x&y)-3*~(x|y)-1*~(x|~y)-6*(x&~y)
548;x*y+1*(x&y)-1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x^y)+2*(x^y)-2*~(x|y)-3*~(x|~y)-3*(x&~y)
549;x*y-13*~(x|~y)-11*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|y)-11*~(x&y)+5*x+8*(x&~y)-3*(x&y)
550;x*y-1*y+6*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~x-1*~(x&y)-7*~(x|~y)+1*(x&~y)-1*(x&y)
551;x*y-1*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~(x&y)+4*(x^y)+2*~y-1*~(x|~y)-3*(x&~y)
552;x*y-11*~(x^y)+9*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x|y)-2*~y-7*~(x|~y)-5*(x&~y)-18*(x&y)
553;x*y-5*~(x^y)+1*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x|y)-4*~(x|y)-2*~(x|~y)-1*(x&~y)-7*(x&y)
554;x*y+5*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x^y)-7*x+5*~(x&y)+2*(x&~y)+12*(x&y)
555;x*y+5*x;(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|y)-11*(x^y)+7*~(x|~y)+12*(x&~y)+1*(x&y)
556;x*y+4*~(x|y)+2*y;(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&y)+3*~(x&~y)-2*~(x|~y)-1*(x&~y)-1*(x&y)
557;x*y-1*(x^y)-2*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*y-2*~(x|y)-5*~(x|~y)-1*(x&~y)-6*(x&y)
558;x*y+5*~(x&~x)+3*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~y+11*~(x|y)+5*~(x|~y)+8*(x&~y)+8*(x&y)
559;x*y+3*x-9*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*(x^y)+4*~x-4*~(x|y)+2*~(x|~y)+3*(x&y)
560;x*y-6*~(x|~y)+4*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x^y)-5*(x^y)-1*~(x&y)-3*~(x|y)+6*(x&~y)
561;x*y-4*(x&y)+3*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&y)-1*x+10*~(x|y)+10*~(x|~y)+11*(x&~y)
562;x*y+10*(x&~y)+8*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~(x&y)+2*(x^y)-3*(x|~y)-13*~(x|~y)+3*(x&y)
563;x*y-3*~y-1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x-6*~x+3*~(x|y)+6*~(x|~y)-2*(x&~y)
564;x*y+2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|y)+1*x+2*(x^y)-3*~(x|~y)-4*(x&~y)
565;x*y+5*~(x|~y)+3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x&y)+2*(x^y)-2*~(x&~y)-7*(x&~y)+2*(x&y)
566;x*y-7*(x&~y)-7*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&y)-7*~(x&~x)+1*~y+7*~(x|y)+8*~(x|~y)
567;x*y+5*~(x|~y)+3*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*y+1*~y+2*~(x|y)+2*(x&~y)-2*(x&y)
568;x*y-1*y-2*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~x-3*~(x|y)-4*~(x|~y)-2*(x&~y)-1*(x&y)
569;x*y-8*~(x|y)-7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~x)-2*~y+1*(x^y)+5*~(x|~y)+6*(x&y)
570;x*y-2*~(x|y)+4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~(x&~y)+1*(x|~y)+3*~(x&y)+3*~(x|~y)+5*(x&y)
571;x*y-1*(x&y)+2*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&y)-2*x+1*(x|~y)-3*~(x|y)-1*(x&~y)
572;x*y-2*y+7*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~(x^y)+5*(x|y)+3*~(x|y)-5*(x&~y)-4*(x&y)
573;x*y-1*~(x&~y)-1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-3*(x|~y)+1*x+1*~(x|y)-2*~(x|~y)+1*(x&~y)
574;x*y-11*y+7*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*(x|y)+4*(x|~y)-4*~(x|y)-14*~(x|~y)-18*(x&y)
575;x*y+3*(x&~y)+2*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*x+1*(x^y)+1*~(x&y)-1*~(x|y)-1*(x&y)
576;x*y+4*(x&~y)+7*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+11*(x|y)-3*~x+10*~(x|y)-1*~(x|~y)-4*(x&y)
577;x*y-12*~(x|y)+6*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*y-6*~(x&y)+14*~(x|~y)+6*(x&~y)+8*(x&y)
578;x*y-1*(x|y)+3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~y+2*(x|~y)-5*~(x|y)-1*~(x|~y)-6*(x&~y)
579;x*y+1*(x&y)+1*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&~x)+1*~y-1*(x^y)-1*~(x|y)+1*~(x|~y)
580;x*y+1*~(x&~x)-1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~(x&y)-7*~x+15*~(x|y)+15*~(x|~y)+8*(x&~y)
581;x*y+5*(x&~y)-2*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*y+5*~(x&~x)-7*~(x|y)-12*~(x|~y)-14*(x&y)
582;x*y-1*x-6*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~y-6*~(x&~y)+4*~(x|y)-3*(x&~y)+5*(x&y)
583;x*y+1*(x&y)+2*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~x)+2*(x|y)+3*~(x|y)+1*~(x|~y)+1*(x&~y)
584;x*y-2*(x&~y)-2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|y)-1*(x^y)+1*~y-1*~(x|y)+3*~(x|~y)
585;x*y-3*(x^y)+3*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~y-3*~(x^y)+5*~(x|y)-1*(x&~y)+3*(x&y)
586;x*y-5*x+5*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~x-3*~(x&y)+1*~(x|y)+1*~(x|~y)-2*(x&~y)
587;x*y+2*~(x|y)-4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*y+4*~x-2*~(x&~x)+2*(x&~y)+8*(x&y)
588;x*y+1*~y+4*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|y)+2*~(x^y)-1*~(x|y)-3*(x&~y)-6*(x&y)
589;x*y-2*(x&~y)-5*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x^y)-5*~(x&~x)+2*x+4*~(x|~y)+3*(x&y)
590;x*y-11*~(x|~y)+11*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*x-6*~y+17*~(x|y)-1*(x&~y)+4*(x&y)
591;x*y+23*~(x|~y)+12*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*(x^y)+11*~(x&~y)+5*~(x&y)-16*~(x|y)-11*(x&y)
592;x*y+2*x+4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*~(x&~x)+2*(x^y)-4*~(x|y)-6*~(x|~y)-2*(x&y)
593;x*y+3*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*~y-2*(x|~y)+11*~(x|y)+8*(x&~y)+5*(x&y)
594;x*y-12*(x&y)-12*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~x)-5*(x^y)-11*(x|~y)+6*~(x|~y)+17*(x&~y)
595;x*y+6*~(x&~x)-6*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x^y)+1*~y+5*~(x|y)+7*~(x|~y)+6*(x&~y)
596;x*y+2*(x|y)-2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x^y)-1*~(x&y)+1*~(x|y)+2*~(x|~y)+2*(x&~y)
597;x*y-14*(x&~y)-3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*(x|~y)-11*~y-2*~x+16*~(x|y)+2*~(x|~y)
598;x*y-2*~(x|~y)-1*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|~y)+3*~y-2*~(x&y)+1*(x&~y)+2*(x&y)
599;x*y-2*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+2*y-2*~(x&y)-2*~(x|~y)+2*(x&~y)-2*(x&y)
600;x*y-11*~(x^y)+7*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*y+3*(x|y)-11*~(x|y)-3*(x&~y)-18*(x&y)
601;x*y+4*~(x|~y)+1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x^y)+5*~(x&~y)-5*~(x|y)+1*(x&~y)-5*(x&y)
602;x*y-7*(x&y)+2*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*(x|y)+7*~y-5*~(x|y)+9*~(x|~y)+2*(x&~y)
603;x*y-1*~(x|~y)+2*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~y+1*y+3*~(x|y)+3*(x&~y)+1*(x&y)
604;x*y-6*(x&~y)+3*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~y-6*~(x&~y)+12*~(x|y)+6*~(x|~y)+9*(x&y)
605;x*y+6*~(x|y)-2*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x^y)+1*(x|~y)-2*~(x|~y)-3*(x&~y)-8*(x&y)
606;x*y-2*~(x|y)-3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*(x^y)-2*~(x&~y)-1*x-3*~(x|~y)-4*(x&~y)
607;x*y-2*~(x|~y)-1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~x-1*~(x&y)+2*~(x&~y)+2*~(x|y)-2*(x&y)
608;x*y-6*(x&~y)+6*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~x+1*~(x^y)+4*~(x|y)+5*~(x|~y)+5*(x&y)
609;x*y-3*(x|~y)+14*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~x-5*y-6*~(x|~y)-3*(x&~y)+2*(x&y)
610;x*y+11*~(x&~x)-8*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*y-1*x+11*~(x|y)+7*~(x|~y)+12*(x&~y)
611;x*y+7*~(x|~y)+8*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&~x)+1*~(x&y)-1*~(x&~y)-7*~(x|y)-6*(x&y)
612;x*y-1*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*(x^y)+2*~x-3*~(x|y)+3*(x&~y)-1*(x&y)
613;x*y+2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x^y)-2*~y+2*y+2*~(x|y)+4*(x&~y)
614;x*y-2*(x|~y)+3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|y)+1*~(x&y)-3*~(x|y)-2*~(x|~y)-4*(x&~y)
615;x*y+2*(x|y)-3*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~y-1*~(x^y)+2*~(x|y)+2*~(x|~y)+3*(x&~y)
616;x*y+2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-3*~y+5*(x|~y)-1*~(x^y)-1*~(x|y)-4*(x&y)
617;x*y-2*x;(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x^y)+1*(x^y)-1*~(x&~y)-3*(x&~y)-2*(x&y)
618;x*y-1*~(x&y)+12*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+11*~x+5*(x|y)-17*~(x|~y)-6*(x&~y)-5*(x&y)
619;x*y+6*~x-11*x;(x&y)*(x|y)+(x&~y)*(~x&y)+4*(x|~y)+2*~(x&~y)+4*~(x|~y)-15*(x&~y)-17*(x&y)
620;x*y-7*~(x|y)+5*x;(x&y)*(x|y)+(x&~y)*(~x&y)+7*y-7*~(x^y)-7*~(x|~y)+5*(x&~y)+5*(x&y)
621;x*y+11*~(x^y)+2*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~y)+14*~(x|y)+1*~(x|~y)+2*(x&~y)+14*(x&y)
622;x*y+2*~(x|y)+5*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*y+2*(x|~y)+3*~(x|~y)+3*(x&~y)+1*(x&y)
623;x*y+7*y+4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+4*x-11*~(x^y)+11*~(x|y)+7*~(x|~y)+14*(x&y)
624;x*y+2*y-1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+2*x-1*~(x&y)+2*~(x|~y)-2*(x&~y)-1*(x&y)
625;x*y-5*~(x|~y)-4*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~x-2*~(x&~x)+5*~(x|y)-2*(x&~y)+2*(x&y)
626;x*y+1*~(x&y)-7*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(x^y)+1*(x^y)-4*~(x|y)-7*(x&~y)-5*(x&y)
627;x*y-3*~(x&~y)+2*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~x+4*(x^y)-6*~(x|~y)-4*(x&~y)-3*(x&y)
628;x*y-7*~(x^y)-5*x;(x&y)*(x|y)+(x&~y)*(~x&y)-6*~x-1*~(x|y)+6*~(x|~y)-5*(x&~y)-12*(x&y)
629;x*y-8*(x&~y)+1*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~y-7*~(x&y)+1*~(x&~x)+8*~(x|y)+6*~(x|~y)
630;x*y-1*(x|y)+10*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~y+3*~(x&~y)-4*~(x|~y)-8*(x&~y)-4*(x&y)
631;x*y-14*~(x|~y)+11*~(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~y)-2*(x^y)+12*~(x|y)+13*(x&~y)+1*(x&y)
632;x*y+1*~(x&~x)-14*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*(x|y)-11*(x|~y)+12*~(x|y)+3*~(x|~y)+14*(x&y)
633;x*y-6*~(x|~y)+2*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*(x|~y)-7*~x+1*~(x&~x)+5*~(x|y)-2*(x&~y)
634;x*y-7*(x^y)+3*~(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-2*~y+5*~(x|y)-4*~(x|~y)-5*(x&~y)+3*(x&y)
635;x*y-3*~(x&~x)+2*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&y)-1*x-1*(x^y)-1*~(x|~y)-2*(x&y)
636;x*y-2*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x^y)+4*~(x&y)-6*~(x|y)-8*~(x|~y)-6*(x&~y)
637;x*y+3*~(x&~y)-1*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*x-1*~x+4*~(x|y)+4*~(x|~y)+4*(x&y)
638;x*y-10*~(x|y)+11*~x;(x&y)*(x|y)+(x&~y)*(~x&y)+1*~y+5*(x|y)+6*~(x|~y)-6*(x&~y)-5*(x&y)
639;x*y-1*~(x|~y)+5*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~x)-1*~(x&~y)+7*~(x&y)-6*(x|y)+8*(x&y)
640;x*y-2*(x&y)+1*(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x|~y)-2*~x+3*~(x|y)+3*~(x|~y)+2*(x&~y)
641;x*y+5*~(x|~y)-11*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x^y)+3*~(x&y)+2*~x+6*~(x|y)-3*(x&~y)
642;x*y-1*(x&y)-6*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x&~x)+4*(x^y)-5*~x+2*~(x|~y)-3*(x&~y)
643;x*y+2*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&y)+7*y-2*~(x|y)-7*~(x|~y)-7*(x&y)
644;x*y-4*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~y-2*~(x&y)-5*(x^y)-1*~(x|y)+7*~(x|~y)
645;x*y+2*(x&~y)+6*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-1*~(x^y)+2*(x^y)+4*~(x&~y)-3*~(x|y)-3*(x&y)
646;x*y+2*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*~x+5*y+2*(x|y)+7*~(x|y)-7*(x&y)
647;x*y+6*(x&~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&~x)-1*~(x&y)-7*~(x&~y)+1*~(x|y)+1*~(x|~y)
648;x*y-3*x+1*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)+1*~(x&y)+1*(x^y)-2*~(x|~y)-5*(x&~y)-3*(x&y)
649;x*y+3*~(x|~y)+1*~(x&~x);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~y)+2*y+1*~y-2*~(x|y)-3*(x&y)
650;x*y+11*y-11*(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-7*(x^y)+5*~y-16*~(x|y)+18*~(x|~y)-9*(x&~y)
651;x*y-7*(x&y)-1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~(x^y)+4*(x|y)-5*~(x&y)+16*~(x|y)+1*(x&~y)
652;x*y+7*~(x|~y)-2*~y;(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&y)-11*x-9*~(x|y)+2*(x&~y)+11*(x&y)
653;x*y-6*(x&~y)+2*~(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)+2*~(x&~y)-5*~(x&y)-1*x+5*~(x|y)+3*~(x|~y)+1*(x&y)
654;x*y+1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*(x|~y)-3*~(x&~y)+4*(x^y)-2*~(x|y)-9*(x&~y)-2*(x&y)
655;x*y+3*~(x|~y)-4*(x^y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*x+7*(x|~y)-1*(x|y)-7*~(x|y)+1*(x&~y)+5*(x&y)
656;x*y+12*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+5*~(x&~x)+7*~(x&y)-1*~y-11*~(x|y)-11*(x&~y)-5*(x&y)
657;x*y-5*~y;(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&y)+3*~x+3*~(x&~y)-6*~(x|y)-1*~(x|~y)-3*(x&y)
658;x*y-5*~(x|~y)+3*~(x|y);(x&y)*(x|y)+(x&~y)*(~x&y)-6*(x^y)+1*~y+1*y+2*~(x^y)+5*(x&~y)-3*(x&y)
659;x*y+8*(x&y);(x&y)*(x|y)+(x&~y)*(~x&y)+3*~(x^y)+1*(x|y)+4*~(x&~x)-7*~(x|y)-5*~(x|~y)-5*(x&~y)
660;x*y-9*(x&y)-7*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)+7*~(x&y)-11*y-3*~(x&~x)+5*x-4*~(x|y)-9*(x&~y)
661;x*y+12*(x&~y)+1*~(x|~y);(x&y)*(x|y)+(x&~y)*(~x&y)-11*~x+7*~(x&y)+2*(x|y)+3*(x^y)+4*~(x|y)-2*(x&y)
662;x*y+3*~x;(x&y)*(x|y)+(x&~y)*(~x&y)-1*~y+3*x+4*~(x|y)+3*~(x|~y)-2*(x&~y)-3*(x&y)
663;x*y-1*(x|~y)-2*y;(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x&~y)+7*~x-3*~(x|y)-4*~(x|~y)-1*(x&~y)+2*(x&y)
664;x*y+1*(x&(~y&z))+5*~(x|(y|z));(x&y)*(x|y)+(x&~y)*(~x&y)+5*(~(x^y)&~(x^z))+1*(x|z)-1*(z^~(~x|(y&z)))-5*(x&(y&z))
665;x*y+7*(x&(~y&z))-2*(x|(~y|z));(x&y)*(x|y)+(x&~y)*(~x&y)+7*(z^(~x&(y|z)))-2*~(x&~x)-5*~(x|(~y|z))-7*(x&(y&z))
666;x*y-8*(~x&(y&z))+3*((x^y)&~(x^z));(x&y)*(x|y)+(x&~y)*(~x&y)-5*~(x|~y)-3*(y^(x&z))+11*~(x|(~y|z))+3*~(~x|(~y|z))+6*(x&(~y&z))
667;x*y+5*(~x&(~y&z))-2*(x&(~y&z));(x&y)*(x|y)+(x&~y)*(~x&y)+2*(y^~(~x|(y^z)))+7*(~y&(x^z))-2*(y|z)-9*~(~x|(y|z))+2*(x&(y&z))
668;x*y-1*((x&z)^~(x^(~y&z)))+1*(x&(y&z));(x&y)*(x|y)+(x&~y)*(~x&y)-1*(~x|(~y&z))-1*~(~x|(y^z))+1*(y^~(x&z))-1*~(x|(y|z))+1*(x&(~y&z))
669;x*y+7*((x^y)&(x^z))-11*~(x|(~y|z));(x&y)*(x|y)+(x&~y)*(~x&y)-11*(z^(~x|(y|z)))+7*((x&z)^~(y&~z))+4*~(x|(y|z))+11*~(~x|(~y|z))-7*(~x&(~y&z))
670;x*y-11*(y^(~x|(y^z)))-2*(z^(x|~y));(x&y)*(x|y)+(x&~y)*(~x&y)-2*(z^(x|(~y&z)))-13*~(x|(y|z))-11*(~x&(~y&z))-11*(x&(~y&z))-11*(x&(y&z))
671;x*y-2*~(x|~z)-1*(y^(x&(~y|z)));(x&y)*(x|y)+(x&~y)*(~x&y)-1*(~(x|~y)|~(x^(y^z)))+1*~(x|(y|z))-1*~(~x|(y|z))-2*(~x&(~y&z))-2*(~x&(y&z))
672;x*y-1*(z^(~x&(~y|z)))+1*(~x&(~y&z));(x&y)*(x|y)+(x&~y)*(~x&y)-1*(y^~(x|(~y&z)))+1*(z&~(x&y))+1*~(~x|(~y|z))-1*(~x&(y&z))-2*(x&(~y&z))
673;x*y-2*~(x|(y|z))-11*~(~x|(~y|z));(x&y)*(x|y)+(x&~y)*(~x&y)-2*~(~x&(y|z))+2*~(~x|(~y&z))-11*((x|~y)&(y^z))+11*(~x&(~y&z))+13*(x&(~y&z))
674;x*y+1*(x&(y&z))-7*((x|y)&(x^(y^z)));(x&y)*(x|y)+(x&~y)*(~x&y)-1*(~z&(x^y))-6*((y&z)|(~x&(y|z)))-6*~(~x|(y|z))+6*(~x&(~y&z))+6*(~x&(y&z))
675;x*y+5*~(~x|(y|z))-3*(y^~(~x&(~y|z)));(x&y)*(x|y)+(x&~y)*(~x&y)-5*((y&z)|(x&(y|z)))+2*(x|y)-2*~(x|(~y|z))+3*~(~x|(~y|z))+3*(x&(y&z))
676;x*y-3*(~x&(~y&z))-1*(x&(y&z));(x&y)*(x|y)+(x&~y)*(~x&y)+2*(y^~(x|(y^z)))-3*(y^(~x|(~y&z)))+1*((x|~y)&~(x^(y^z)))-2*~(x|(~y|z))+2*(x&(~y&z))
677;x*y+5*~(~x|(~y|z))+1*(x&(~y&z));(x&y)*(x|y)+(x&~y)*(~x&y)+3*((x&y)|~(y|~z))+2*(y&(x|~z))-2*(z^(~x&(y|z)))-3*(~x&(~y&z))-3*(x&(y&z))
678;x*y-9*~(~x|(~y|z))+1*~(x|(y|z));(x&y)*(x|y)+(x&~y)*(~x&y)+2*(x&(y^z))-11*~(~x|(y&z))+1*(y^~(~x&(~y&z)))+10*~(~x|(y|z))+8*(x&(~y&z))
679;x*y-1*(z&~(x^y))-12*~(x|(y|z));(x&y)*(x|y)+(x&~y)*(~x&y)-11*~x-1*(y^~(x&(~y|z)))+11*~(x|(~y|z))+11*(~x&(~y&z))+11*(~x&(y&z))
680;x*y-2*(~z&~(x^y))+1*(x&(y&z));(x&y)*(x|y)+(x&~y)*(~x&y)-1*(z^(x&y))+1*(z|~(x|~y))-2*~(x|(y|z))-1*~(x|(~y|z))-1*~(~x|(~y|z))
681;x*y+7*(z^~(x&y))-3*~(x|(y|z));(x&y)*(x|y)+(x&~y)*(~x&y)+7*(~(x|~y)|~(y^z))-3*(z^(~x|(~y&z)))+3*~(x|(~y|z))-7*(~x&(y&z))+3*(x&(y&z))
682;x*y-7*(y&~z);(x&y)*(x|y)+(x&~y)*(~x&y)-1*(x&~y)+1*((x&z)^(x^(~y&z)))-7*~(x|(~y|z))-8*~(~x|(~y|z))-1*(~x&(~y&z))
