#number;groundtruth;mba
415;((~((-a)&(a+(a&a)))));- ((~ (~ a + 1) | (((a | (((~ a | a) + a) + 1)) + (a | (((~ a | a) + a) + 1))) - (a ^ (((~ a | a) + a) + 1)))) - ~ (~ a + 1)) - 1
416;((((e&b)&b)*(c&c)));((((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) & (((~ c | c) + c) + 1)) * ((((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) | (((~ c | c) + c) + 1)) + ((((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) & ~ (((~ c | c) + c) + 1)) * (~ (((~ (((~ e | b) + e) + 1) | b) + (((~ e | b) + e) + 1)) + 1) & (((~ c | c) + c) + 1))
417;((~((a|e)^(b-(a+b)))));(((((a + e) + 1) + ((- a - 1) | (- e - 1))) & ((b ^ ((a - ~ b) - 1)) - ((~ b & ((a - ~ b) - 1)) + (~ b & ((a - ~ b) - 1))))) - ((((a + e) + 1) + ((- a - 1) | (- e - 1))) | ((b ^ ((a - ~ b) - 1)) - ((~ b & ((a - ~ b) - 1)) + (~ b & ((a - ~ b) - 1)))))) - 1
418;((-(-(((b&b)|(a-(b+b)))|(b-(~(b^b)))))));~ (~ (((((((((~ b | b) + b) + 1) + ((a & ~ (((b | b) << 1) - (b ^ b))) - (~ a & (((b | b) << 1) - (b ^ b))))) + 1) + ((- (((~ b | b) + b) + 1) - 1) | (- ((a & ~ (((b | b) << 1) - (b ^ b))) - (~ a & (((b | b) << 1) - (b ^ b)))) - 1))) & ~ ((b + ~ (((b & b) - (b | b)) - 1)) + 1)) + ((b + ~ (((b & b) - (b | b)) - 1)) + 1)) - 1)) + 1
419;((-((a|(b|b))^(d&d))));~ ((((((a & ~ (((b + b) + 1) + ((- b - 1) | (- b - 1)))) + (((b + b) + 1) + ((- b - 1) | (- b - 1)))) - (((~ d | d) + d) + 1)) - ((((a & ~ (((b + b) + 1) + ((- b - 1) | (- b - 1)))) + (((b + b) + 1) + ((- b - 1) | (- b - 1)))) | ~ (((~ d | d) + d) + 1)) + (((a & ~ (((b + b) + 1) + ((- b - 1) | (- b - 1)))) + (((b + b) + 1) + ((- b - 1) | (- b - 1)))) | ~ (((~ d | d) + d) + 1)))) - 2) - 1)
420;((-(((d&(c^c))^((c-d)+(d|c)))|(~(c^c)))));~ (((((((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) - ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) - ((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) | ~ ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) << 1)) - 2) + ((c & c) + ~ (c | c))) + 1) + ((- (((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) - ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) - ((((~ d | (((c - c) - ((c | ~ c) + (c | ~ c))) - 2)) - ~ d) | ~ ((((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c)) + ((((c & ~ d) + (c & ~ d)) - (c ^ d)) | ((d & ~ c) + c))) - ((((c & ~ d) + (c & ~ d)) - (c ^ d)) ^ ((d & ~ c) + c)))) << 1)) - 2) - 1) | (- ((c & c) + ~ (c | c)) - 1))) - 1)
421;((-((-((e-c)^(e*c)))-(-(-(c&(~e)))))));~ (((~ (((((((e & ~ c) << 1) - (e ^ c)) - ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) - (((((e & ~ c) << 1) - (e ^ c)) | ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) << 1)) - 2) - 1) & ~ (~ (~ ((c | e) - e) + 1) + 1)) + (~ (((((((e & ~ c) << 1) - (e ^ c)) - ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) - (((((e & ~ c) << 1) - (e ^ c)) | ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) << 1)) - 2) - 1) & ~ (~ (~ ((c | e) - e) + 1) + 1))) - (~ (((((((e & ~ c) << 1) - (e ^ c)) - ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) - (((((e & ~ c) << 1) - (e ^ c)) | ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) << 1)) - 2) - 1) ^ (~ (~ ((c | e) - e) + 1) + 1))) + 1
422;((((a&(-(~a)))+(b*(~a)))^((a^a)*(a*a))));((((((~ a | (a + 1)) - ~ a) | ((b & (- a - 1)) * (b | (- a - 1)) + (b & ~ (- a - 1)) * (~ b & (- a - 1)))) + (((~ a | (a + 1)) - ~ a) & ((b & (- a - 1)) * (b | (- a - 1)) + (b & ~ (- a - 1)) * (~ b & (- a - 1))))) - ((((a | a) - (a & a)) & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) * (((a | a) - (a & a)) | ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) + (((a | a) - (a & a)) & ~ ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) * (~ ((a | a) - (a & a)) & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))))) - ((((((~ a | (a + 1)) - ~ a) | ((b & (- a - 1)) * (b | (- a - 1)) + (b & ~ (- a - 1)) * (~ b & (- a - 1)))) + (((~ a | (a + 1)) - ~ a) & ((b & (- a - 1)) * (b | (- a - 1)) + (b & ~ (- a - 1)) * (~ b & (- a - 1))))) | ~ ((((a | a) - (a & a)) & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) * (((a | a) - (a & a)) | ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) + (((a | a) - (a & a)) & ~ ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) * (~ ((a | a) - (a & a)) & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))))) + (((((~ a | (a + 1)) - ~ a) | ((b & (- a - 1)) * (b | (- a - 1)) + (b & ~ (- a - 1)) * (~ b & (- a - 1)))) + (((~ a | (a + 1)) - ~ a) & ((b & (- a - 1)) * (b | (- a - 1)) + (b & ~ (- a - 1)) * (~ b & (- a - 1))))) | ~ ((((a | a) - (a & a)) & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) * (((a | a) - (a & a)) | ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) + (((a | a) - (a & a)) & ~ ((a & a) * (a | a) + (a & ~ a) * (~ a & a))) * (~ ((a | a) - (a & a)) & ((a & a) * (a | a) + (a & ~ a) * (~ a & a))))))) - 2
423;((a|((c|(a+a))+(c+a))));((a + (((((c + (((a | a) << 1) - (a ^ a))) + 1) + ((- c - 1) | (- (((a | a) << 1) - (a ^ a)) - 1))) - ~ ((c - ~ a) - 1)) - 1)) + 1) + ((- a - 1) | (- (((((c + (((a | a) << 1) - (a ^ a))) + 1) + ((- c - 1) | (- (((a | a) << 1) - (a ^ a)) - 1))) - ~ ((c - ~ a) - 1)) - 1) - 1))
424;((~(~((~b)&d))));- (- (((~ (- b - 1) | d) + (- b - 1)) + 1) - 1) - 1
425;((((a*d)^(a-d))*((d*(d^d))^((d+(a*d))*a))));(((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | (((a & ~ d) + (a & ~ d)) - (a ^ d))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & (((a & ~ d) + (a & ~ d)) - (a ^ d)))) & ((((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) | ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a))) - (((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) & ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a))))) * (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | (((a & ~ d) + (a & ~ d)) - (a ^ d))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & (((a & ~ d) + (a & ~ d)) - (a ^ d)))) | ((((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) | ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a))) - (((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) & ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a))))) + (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | (((a & ~ d) + (a & ~ d)) - (a ^ d))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & (((a & ~ d) + (a & ~ d)) - (a ^ d)))) & ~ ((((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) | ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a))) - (((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) & ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a))))) * (~ ((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | (((a & ~ d) + (a & ~ d)) - (a ^ d))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) & (((a & ~ d) + (a & ~ d)) - (a ^ d)))) & ((((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) | ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a))) - (((d & ((d | d) - (d & d))) * (d | ((d | d) - (d & d))) + (d & ~ ((d | d) - (d & d))) * (~ d & ((d | d) - (d & d)))) & ((((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a) * (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) | a) + (((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & ~ a) * (~ ((d ^ ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + ((d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))) + (d & ((a & d) * (a | d) + (a & ~ d) * (~ a & d))))) & a)))))
426;((~((c+(~(c-c)))*((c|(e&e))|(~c)))));- ((((c - ~ ((c - c) - 1)) - 1) & (((((c + ((~ e | e) - ~ e)) + 1) + ((- c - 1) | (- ((~ e | e) - ~ e) - 1))) & ~ (- c - 1)) + (- c - 1))) * (((c - ~ ((c - c) - 1)) - 1) | (((((c + ((~ e | e) - ~ e)) + 1) + ((- c - 1) | (- ((~ e | e) - ~ e) - 1))) & ~ (- c - 1)) + (- c - 1))) + (((c - ~ ((c - c) - 1)) - 1) & ~ (((((c + ((~ e | e) - ~ e)) + 1) + ((- c - 1) | (- ((~ e | e) - ~ e) - 1))) & ~ (- c - 1)) + (- c - 1))) * (~ ((c - ~ ((c - c) - 1)) - 1) & (((((c + ((~ e | e) - ~ e)) + 1) + ((- c - 1) | (- ((~ e | e) - ~ e) - 1))) & ~ (- c - 1)) + (- c - 1)))) - 1
427;(((((c+d)+c)&a)^((c-d)*(c*c))));((((~ ((((((c ^ ~ d) + ((c | d) + (c | d))) + 1) | c) << 1) - ((((c ^ ~ d) + ((c | d) + (c | d))) + 1) ^ c)) | a) + ((((((c ^ ~ d) + ((c | d) + (c | d))) + 1) | c) << 1) - ((((c ^ ~ d) + ((c | d) + (c | d))) + 1) ^ c))) + 1) | ((((c & ~ d) - (~ c & d)) & ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) * (((c & ~ d) - (~ c & d)) | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + (((c & ~ d) - (~ c & d)) & ~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) * (~ ((c & ~ d) - (~ c & d)) & ((c & c) * (c | c) + (c & ~ c) * (~ c & c))))) - ((((~ ((((((c ^ ~ d) + ((c | d) + (c | d))) + 1) | c) << 1) - ((((c ^ ~ d) + ((c | d) + (c | d))) + 1) ^ c)) | a) + ((((((c ^ ~ d) + ((c | d) + (c | d))) + 1) | c) << 1) - ((((c ^ ~ d) + ((c | d) + (c | d))) + 1) ^ c))) + 1) & ((((c & ~ d) - (~ c & d)) & ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) * (((c & ~ d) - (~ c & d)) | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + (((c & ~ d) - (~ c & d)) & ~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) * (~ ((c & ~ d) - (~ c & d)) & ((c & c) * (c | c) + (c & ~ c) * (~ c & c)))))
428;(((~b)&(~((b|c)*c))));(- b - 1) - ((- b - 1) & (((((b + c) + 1) + ((- b - 1) | (- c - 1))) & c) * ((((b + c) + 1) + ((- b - 1) | (- c - 1))) | c) + ((((b + c) + 1) + ((- b - 1) | (- c - 1))) & ~ c) * (~ (((b + c) + 1) + ((- b - 1) | (- c - 1))) & c)))
429;((((b+(~(-b)))^((~e)^b))*b));((((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) | (((- e - 1) | b) - ((- e - 1) & b))) - ((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) & (((- e - 1) | b) - ((- e - 1) & b)))) & b) * ((((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) | (((- e - 1) | b) - ((- e - 1) & b))) - ((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) & (((- e - 1) | b) - ((- e - 1) & b)))) | b) + ((((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) | (((- e - 1) | b) - ((- e - 1) & b))) - ((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) & (((- e - 1) | b) - ((- e - 1) & b)))) & ~ b) * (~ (((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) | (((- e - 1) | b) - ((- e - 1) & b))) - ((((b ^ ~ (b - 1)) + ((b | (b - 1)) << 1)) + 1) & (((- e - 1) | b) - ((- e - 1) & b)))) & b)
430;((~((((d&b)^(c|c))-((c^b)*d))+((d-c)^c))));- ((((((((((~ d | b) + d) + 1) - ((c & ~ c) + c)) - (((((~ d | b) + d) + 1) | ~ ((c & ~ c) + c)) + ((((~ d | b) + d) + 1) | ~ ((c & ~ c) + c)))) - 2) + ~ (((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) & d) * ((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) | d) + ((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) & ~ d) * (~ (((c - b) - ((c | ~ b) + (c | ~ b))) - 2) & d))) + 1) | (((((d & ~ c) - (~ d & c)) - c) - ((((d & ~ c) - (~ d & c)) | ~ c) << 1)) - 2)) + (((((((((~ d | b) + d) + 1) - ((c & ~ c) + c)) - (((((~ d | b) + d) + 1) | ~ ((c & ~ c) + c)) + ((((~ d | b) + d) + 1) | ~ ((c & ~ c) + c)))) - 2) + ~ (((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) & d) * ((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) | d) + ((((c - b) - ((c | ~ b) + (c | ~ b))) - 2) & ~ d) * (~ (((c - b) - ((c | ~ b) + (c | ~ b))) - 2) & d))) + 1) & (((((d & ~ c) - (~ d & c)) - c) - ((((d & ~ c) - (~ d & c)) | ~ c) << 1)) - 2))) - 1
431;((((d-e)^d)|(d+((d&d)|e))));((((((d + ~ e) + 1) | d) - (((d + ~ e) + 1) & d)) + ((d ^ ((((~ d | d) - ~ d) & ~ e) + e)) + ((d & ((((~ d | d) - ~ d) & ~ e) + e)) << 1))) + 1) + ((- ((((d + ~ e) + 1) | d) - (((d + ~ e) + 1) & d)) - 1) | (- ((d ^ ((((~ d | d) - ~ d) & ~ e) + e)) + ((d & ((((~ d | d) - ~ d) & ~ e) + e)) << 1)) - 1))
432;((-(c-(c&(b-c)))));~ ((((c & ~ (((~ c | ((b & ~ c) - (~ b & c))) + c) + 1)) << 1) - (c ^ (((~ c | ((b & ~ c) - (~ b & c))) + c) + 1))) - 1)
433;((((~a)&((-(a|b))*e))|(-((~(a^a))&a))));(((((~ (- a - 1) | ((~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) & e) * (~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) | e) + (~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) & ~ e) * (~ (~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1)) & e))) + (- a - 1)) + 1) + (~ (((~ (((a & a) - (a | a)) - 1) | a) + (((a & a) - (a | a)) - 1)) + 1) + 1)) + 1) + ((- (((~ (- a - 1) | ((~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) & e) * (~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) | e) + (~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1) & ~ e) * (~ (~ ((((a + b) + 1) + ((- a - 1) | (- b - 1))) - 1)) & e))) + (- a - 1)) + 1) - 1) | (- (~ (((~ (((a & a) - (a | a)) - 1) | a) + (((a & a) - (a | a)) - 1)) + 1) + 1) - 1))
434;(((-(-(b*(-a))))|((b+a)^a)));((~ (~ (((b & (~ a + 1)) * (b | (~ a + 1)) + (b & ~ (~ a + 1)) * (~ b & (~ a + 1))) - 1)) + 1) & ~ ((((((b ^ ~ a) + ((b | a) + (b | a))) + 1) - a) - (((((b ^ ~ a) + ((b | a) + (b | a))) + 1) | ~ a) << 1)) - 2)) + ((((((b ^ ~ a) + ((b | a) + (b | a))) + 1) - a) - (((((b ^ ~ a) + ((b | a) + (b | a))) + 1) | ~ a) << 1)) - 2)
435;(((~(b&e))|((c^c)*c)));(((- (((~ b | e) + b) + 1) - 1) + ((((c | c) - (c & c)) & c) * (((c | c) - (c & c)) | c) + (((c | c) - (c & c)) & ~ c) * (~ ((c | c) - (c & c)) & c))) + 1) + ((- (- (((~ b | e) + b) + 1) - 1) - 1) | (- ((((c | c) - (c & c)) & c) * (((c | c) - (c & c)) | c) + (((c | c) - (c & c)) & ~ c) * (~ ((c | c) - (c & c)) & c)) - 1))
436;((((d|d)^((-d)+a))-(~((d+(~a))&(d^a)))));(((((((d + d) + 1) + ((- d - 1) | (- d - 1))) - (((~ (d - 1) | a) << 1) - (~ (d - 1) ^ a))) - (((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((~ (d - 1) | a) << 1) - (~ (d - 1) ^ a))) << 1)) - 2) + ~ (- ((~ ((d | (- a - 1)) + (d & (- a - 1))) | ((d | a) - (d & a))) - ~ ((d | (- a - 1)) + (d & (- a - 1)))) - 1)) + 1
437;(((a&(b^b))&(a&b)));(~ (((~ a | (((b - b) - ((b | ~ b) << 1)) - 2)) + a) + 1) | (((~ a | b) + a) + 1)) - ~ (((~ a | (((b - b) - ((b | ~ b) << 1)) - 2)) + a) + 1)
438;(((c|a)^(((-c)*a)+(c*d))));((((c & ~ a) + a) - ((((~ (c - 1) & a) * (~ (c - 1) | a) + (~ (c - 1) & ~ a) * (~ (~ (c - 1)) & a)) | ((c & d) * (c | d) + (c & ~ d) * (~ c & d))) + (((~ (c - 1) & a) * (~ (c - 1) | a) + (~ (c - 1) & ~ a) * (~ (~ (c - 1)) & a)) & ((c & d) * (c | d) + (c & ~ d) * (~ c & d))))) - ((((c & ~ a) + a) | ~ ((((~ (c - 1) & a) * (~ (c - 1) | a) + (~ (c - 1) & ~ a) * (~ (~ (c - 1)) & a)) | ((c & d) * (c | d) + (c & ~ d) * (~ c & d))) + (((~ (c - 1) & a) * (~ (c - 1) | a) + (~ (c - 1) & ~ a) * (~ (~ (c - 1)) & a)) & ((c & d) * (c | d) + (c & ~ d) * (~ c & d))))) << 1)) - 2
439;(((a&b)-(~(e^e))));(((~ a | b) - ~ a) + ~ ((e & e) + ~ (e | e))) + 1
